chromosome,context,pos,mC,uC,coverage,N,Sx,Sx2,log_x_sum,log_1_minus_x_sum,alpha,beta,sum_mC,sum_uC,sum_cov,sum_cov2,sum_mC2,sum_uC2,Sx3,Sx4,count_zero,count_one,mean,variance
1,CG,1040237,38,992,1030,77,2.6966090202331543,0.3773121237754822,-2147483648.0,1.0356996949824723e-41,0.28295359457183816,7.796611006212502,31747592945664,31747609722880,31747626500096,1.56854198797427e-310,1.56854281687887e-310,1.5685436457835e-310,-35184372088832.0,1.0356996949824723e-41,3607101440,7391,0.03502089636666434,0.003722032351795851
1,CG,1040238,26,697,723,60,2.2615957260131836,0.31831568479537964,-3.1561226188612436e+19,3.923635700109488e-44,0.30841256671706324,7.87375447144081,124014821376,124014886912,124014952448,6.12715599543e-313,6.12715923334e-313,6.12716247125e-313,-3.2570032505143427e+19,3.923635700109488e-44,3756195840,28,0.03769326210021973,0.0039503180394919995
1,CG,1040287,28,911,939,73,2.225719690322876,0.3589579463005066,1.4816614228414685e-21,0.0,0.19242715859138654,6.118871895933063,484435968,484436224,484436480,2.39343549e-315,2.393436753e-315,2.39343802e-315,1.4818423686004645e-21,0.0,484437760,0,0.030489310826340765,0.00404301787291591
1,CG,1040288,26,858,884,70,2.429924964904785,0.39991652965545654,2.65173173468196e-39,0.0,0.2196210421808506,6.107106397841949,1892340,1892341,1892342,9.349417e-318,9.34942e-318,9.349427e-318,2.6517415437712103e-39,0.0,1892347,0,0.034713213784354074,0.00457342065027214
1,CG,1040298,40,837,877,70,3.3584585189819336,0.5715039968490601,1.0356996949824723e-41,0.0,0.3204921780844053,6.359492802855314,72057594037935328,144115188075863264,216172782113791200,2.0522684006525566e-289,1.3449746190516595e-284,8.814425663416956e-280,1.0358398248289048e-41,9.62964972193618e-35,7392,134217728,0.04797797884259905,0.005947419493936207
1,CG,1040299,40,809,849,67,3.0527710914611816,0.4416029453277588,3.923635700109488e-44,-4.0352252661239644e+19,0.3867449218099935,8.10125138873783,16144560239193096220,16144841714169806876,16145123189146517532,-5.363123171977072e+154,-5.698318370225637e+154,-6.033513568474202e+154,3.923635700109488e-44,-4.236986529430163e+19,28,3759407104,0.04556374763374898,0.004583443238376016
1,CG,1040303,28,837,865,72,2.342505693435669,0.33537212014198303,0.0,1.4829280431544404e-21,0.24802371059619036,7.375311939331068,2080690515635863552,2080691615147491328,2080692714659119104,1.333924167975268e-169,1.3342476219442243e-169,1.3345710759131805e-169,0.0,1.4831089889134363e-21,0,484450304,0.032534801297717623,0.003650129054468751
1,CG,1040304,26,809,835,67,2.3599581718444824,0.3860933482646942,0.0,2.651800398306712e-39,0.22553201582991053,6.1773971720183285,8127748866310144,8127753161277440,8127757456244736,4.0156478588563536e-308,4.0156499808521446e-308,4.0156521028479355e-308,0.0,2.6518102073959622e-39,0,1892396,0.035223256296186306,0.004590423283780859
1,CG,1040316,72,636,708,59,6.267436981201172,1.4099884033203125,4.656612873077393e-10,1.0358398248289048e-41,0.6797924630719722,5.719594629538188,31749220335616,31749237112832,31749253890048,1.56862239172103e-310,1.56862322062564e-310,1.56862404953024e-310,7.62939453125e-06,1.0358398248289048e-41,939524096,7392,0.10622774544408765,0.012831253501627815
1,CG,1040317,61,783,844,69,4.683980464935303,0.9835914373397827,-5.418731071652181e+19,3.923635700109488e-44,0.3709309763123851,5.093275707971489,124021178368,124021243904,124021309440,6.12747007256e-313,6.12747331047e-313,6.1274765484e-313,-5.620492334958379e+19,3.923635700109488e-44,3762552832,28,0.06788377485413483,0.009788605324072778
1,CG,1040329,12,638,650,54,0.9494791030883789,0.11899775266647339,1.4841688140732699e-21,0.0,0.13976686162585222,7.8092343362377905,484460800,484461056,484461312,2.393558175e-315,2.39355944e-315,2.393560704e-315,1.4843497598322659e-21,0.0,484462592,0,0.017582946353488497,0.0019302474062851329
1,CG,1040330,18,828,846,68,1.4725515842437744,0.18879805505275726,2.6518676606329995e-39,0.0,0.17424741838599558,7.872210564498616,1892437,1892438,1892439,9.349896e-318,9.3499e-318,9.349906e-318,2.6518774697222498e-39,0.0,1892444,0,0.021655170356526095,0.002341935815480387
1,CG,1040353,23,520,543,48,1.7983225584030151,0.24472105503082275,1.0358398248289048e-41,1.4757395258967641e+20,0.32058496990628094,8.236321845057292,7061644215716945120,7133701809754873056,7205759403792800992,3.241809038193597e+178,2.1245519712705555e+183,1.3923463798918713e+188,1.0358398248289048e-41,2.4178516392292583e+24,7392,1761607680,0.03746505330006281,0.003773336266586138
1,CG,1040354,31,770,801,67,2.655524969100952,0.4925289452075958,3.923635700109488e-44,-6.831059914795568e+19,0.21746923973354368,5.269370173070154,16171863311934029852,16172144786910740508,16172426261887451164,-3.646923756944408e+156,-3.861448683823489e+156,-4.075973610702571e+156,3.923635700109488e-44,-7.0328211781017666e+19,28,3765764096,0.039634701031357494,0.005867848590545072
1,CG,1040357,32,489,521,46,2.565880298614502,0.45917341113090515,0.0,1.4854354343862417e-21,0.3625210561542242,6.136600743135802,2080797168263757824,2080798267775385600,2080799367287013376,1.3652992029640172e-169,1.3656226569329734e-169,1.3659461109019295e-169,0.0,1.4856163801452377e-21,0,484475136,0.055780006491619606,0.00702330203149932
1,CG,1040358,20,751,771,64,1.7331995964050293,0.28341802954673767,0.0,2.6519363242577514e-39,0.16300837386396985,5.856226773047583,8128165478137856,8128169773105152,8128174068072448,4.015853692448077e-308,4.015855814443868e-308,4.015857936439659e-308,0.0,2.6519461333470017e-39,0,1892493,0.027081243693828583,0.0037536639508959956
1,CG,1040360,27,440,467,42,2.2854654788970947,0.31735342741012573,-1.0097419586828951e-28,1.0358398248289048e-41,0.5404304076334921,9.3910594049189,31750847725568,31750864502784,31750881280000,1.5687027954678e-310,1.5687036243724e-310,1.568704453277e-310,-1.6543612251060553e-24,1.0358398248289048e-41,2566914048,7392,0.05441584473564511,0.004707021774677674
1,CG,1040361,23,768,791,67,1.9614213705062866,0.24235652387142181,-9.050433811163749e+19,3.923635700109488e-44,0.26762551300960136,8.8741681073051,124027535360,124027600896,124027666432,6.1277841497e-313,6.1277873876e-313,6.1277906255e-313,-9.453956337776145e+19,3.923635700109488e-44,3768909824,28,0.02927494582845204,0.0028020609015618502
1,CG,1040374,9,347,356,33,0.9242424368858337,0.1226317510008812,1.4866762053050713e-21,0.0,0.22417988742969017,7.780144508349595,484485632,484485888,484486144,2.39368086e-315,2.393682126e-315,2.39368339e-315,1.4868571510640672e-21,0.0,484487424,0,0.028007346572297993,0.0030233178985685748
1,CG,1040375,16,744,760,68,1.6356061697006226,0.25108733773231506,2.652003586584039e-39,0.0,0.15460615716909915,6.273113964125781,1892534,1892535,1892536,9.350375e-318,9.35038e-318,9.350385e-318,2.6520133956732893e-39,0.0,1892541,0,0.024053031907362098,0.003160388811113846
1,CG,1040381,12,309,321,31,1.0645885467529297,0.1263561248779297,1.0358398248289048e-41,-32.0,0.3461330062061504,9.732994019082913,14051230837395954912,14123288431433882848,14195346025471810784,-1.5845632502878876e+29,-1.03845937170867e+34,-6.80564733842994e+38,1.0358398248289048e-41,-524288.0,7392,3388997632,0.034341566024288055,0.002993216233697103
1,CG,1040382,13,714,727,67,1.285664439201355,0.21059882640838623,3.923635700109488e-44,-1.1875091497450524e+20,0.10901146842575692,5.571917521927869,16199166384674963484,16199447859651674140,16199729334628384796,-2.471327157647033e+158,-2.6086231108496453e+158,-2.7459190640522575e+158,3.923635700109488e-44,-1.227861402406292e+20,28,3772121088,0.019189021480617238,0.002817093694964935
1,CG,1040387,11,268,279,27,1.0558912754058838,0.13991330564022064,0.0,1.4879428256180431e-21,0.3483219082614067,8.558553015430737,2080903820891652096,2080904920403279872,2080906019914907648,1.3966742379527662e-169,1.3969976919217224e-169,1.3973211458906786e-169,0.0,1.488123771377039e-21,0,484499968,0.03910708427429199,0.0037930952518628112
1,CG,1040388,13,700,713,68,1.1741453409194946,0.18181996047496796,0.0,2.652072250208791e-39,0.10425087887954312,5.933383063658917,8128582089965568,8128586384932864,8128590679900160,4.016059526039801e-308,4.016061648035592e-308,4.016063770031383e-308,0.0,2.6520820592980412e-39,0,1892590,0.017266843248816097,0.0024111369689848255
1,CG,1040394,6,227,233,23,0.644444465637207,0.07054013013839722,-2.535301200456459e+30,1.0358398248289048e-41,0.29185182321533704,10.124238766243826,31752475115520,31752491892736,31752508669952,1.56878319921457e-310,1.56878402811917e-310,1.5687848570238e-310,-4.153837486827862e+34,1.0358398248289048e-41,4194304000,7392,0.028019324592922046,0.002385601430618005
1,CG,1040395,4,655,659,63,0.4019230604171753,0.06154216080904007,-1.4642103108506957e+20,3.923635700109488e-44,1.0,1.0,124033892352,124033957888,124034023424,6.12809822684e-313,6.12810146474e-313,6.12810470265e-313,-1.5333856011271065e+20,3.923635700109488e-44,3775266816,28,0.006379731117732941,0.0009512580605413252
1,CG,1040404,17,160,177,17,1.6793802976608276,0.3843289017677307,1.4891835965368726e-21,0.0,0.5454410519040359,4.97593959980664,484510464,484510720,484510976,2.39380355e-315,2.39380481e-315,2.393806077e-315,1.4893645422958686e-21,0.0,484512256,0,0.09878707633298986,0.013651739506911956
1,CG,1040405,14,621,635,60,1.0993967056274414,0.2652844190597534,2.6521395125350785e-39,0.0,0.06100224012312409,3.2682185849461622,1892631,1892632,1892633,9.350854e-318,9.35086e-318,9.350864e-318,2.6521493216243288e-39,0.0,1892638,0,0.018323278427124022,0.004154913002045405
1,CG,1040406,8,150,158,16,0.7686868906021118,0.08542495965957642,1.0359799546753373e-41,6.938893903907228e-18,0.6315842569778254,12.514663240139882,2594073385365413089,2666130979403341025,2738188573441268961,7.74518382971135e-121,5.075883674639631e-116,3.3265311250118285e-111,1.0359799546753373e-41,1.1368683772161603e-13,7393,721420288,0.04804293066263199,0.003232999244873665
1,CG,1040407,11,564,575,54,1.0836690664291382,0.1700058877468109,3.923635700109488e-44,-2.0176126330619822e+20,0.12100929746916415,5.9089700253393085,16226469457415897116,16226750932392607772,16227032407369318428,-1.669518790943773e+160,-1.7573882009934448e+160,-1.8452576110431166e+160,3.923635700109488e-44,-2.0983171383844615e+20,28,3778478080,0.02006794567461367,0.002797337279102861
1,CG,1040418,4,110,114,13,0.43813133239746094,0.07327218353748322,0.0,1.4904502168498445e-21,0.19141697857131434,5.488205859198384,2081010473519546368,2081011573031174144,2081012672542801920,1.4280492729415152e-169,1.4283727269104714e-169,1.4286961808794276e-169,0.0,1.4906311626088404e-21,0,484524800,0.03370241018442007,0.004875508471531458
1,CG,1040419,17,534,551,53,1.6864221096038818,0.26470527052879333,0.0,2.6522081761598304e-39,0.20970817678904027,6.380891713074708,8128998701793280,8129002996760576,8129007291727872,4.0162653596315245e-308,4.0162674816273155e-308,4.0162696036231064e-308,0.0,2.6522179852490807e-39,0,1892687,0.0318192850868657,0.0040585485508945
1,CG,1040453,4,153,157,16,0.38257575035095215,0.051667243242263794,549755813888.0,1.0359799546753373e-41,0.17296269026193364,7.060645403435296,31754102505472,31754119282688,31754136059904,1.56886360296133e-310,1.56886443186594e-310,1.56886526077055e-310,9007199254740992.0,1.0359799546753373e-41,1526726656,7393,0.02391098439693451,0.002834632029665111
1,CG,1040454,10,317,327,32,0.976262629032135,0.1288757622241974,-2.5710149552732688e+20,3.923635700109488e-44,0.2517858600761367,8.001267450408784,124040249344,124040314880,124040380416,6.12841230397e-313,6.1284155419e-313,6.1284187798e-313,-2.651719460595748e+20,3.923635700109488e-44,3781623808,28,0.03050820715725422,0.003196507732187077
1,CG,1040462,8,171,179,18,0.8540404438972473,0.18494057655334473,1.491690987768674e-21,0.0,0.20497413944501947,4.115119289823832,484535296,484535552,484535808,2.393926234e-315,2.3939275e-315,2.393928764e-315,1.49187193352767e-21,0.0,484537088,0,0.04744669132762485,0.008495246072379078
1,CG,1040463,11,271,282,28,1.072558045387268,0.13827750086784363,2.652275438486118e-39,0.0,0.35370128369070375,8.87995836385201,1892728,1892729,1892730,9.351334e-318,9.35134e-318,9.351344e-318,2.6522852475753683e-39,0.0,1892735,0,0.03830564447811672,0.003599721248114636
1,CG,1040472,4,243,247,25,0.46590909361839294,0.0863894671201706,1.0359799546753373e-41,-1.504632769052528e-36,0.0866338645373419,4.562012498238963,9583660007044422881,9655717601082350817,9727775195120278753,-3.785766995739894e-270,-2.481040258328097e-265,-1.6259745436979015e-260,1.0359799546753373e-41,-2.465190328815662e-32,7393,2348810240,0.018636363744735717,0.003237775657479921
1,CG,1040473,17,314,331,32,1.5972224473953247,0.25726085901260376,3.923635700109488e-44,-3.320413933267719e+20,0.36338507579369367,6.916954894610003,16253772530156830748,16254054005133541404,16254335480110252060,-1.1247284486358047e+162,-1.1809648710675946e+162,-1.2372012934993846e+162,3.923635700109488e-44,-3.481822943912678e+20,28,3784835072,0.0499132014811039,0.005727044296310292
1,CG,1040475,7,264,271,28,0.7371795177459717,0.11664703488349915,0.0,1.4929576080816458e-21,0.16107142032104552,5.956841056112405,2081117126147440640,2081118225659068416,2081119325170696192,1.4594243079302643e-169,1.4597477618992204e-169,1.4600712158681766e-169,0.0,1.4931385538406418e-21,0,484549632,0.02632783991949899,0.0036014329832722127
1,CG,1040476,24,334,358,35,2.509989023208618,0.680759072303772,0.0,2.65234410211087e-39,0.25243195779860067,3.2675509748983487,8129415313620992,8129419608588288,8129423903555584,4.016471193223248e-308,4.016473315219039e-308,4.01647543721483e-308,0.0,2.6523539112001202e-39,0,1892784,0.07171397209167481,0.014728170280675853
1,CG,1040479,6,232,238,24,0.6131313443183899,0.08764717727899551,-1.1920928955078125e-07,1.0359799546753373e-41,0.1776608204492993,6.776574565319895,31755729895424,31755746672640,31755763449856,1.5689440067081e-310,1.5689448356127e-310,1.5689456645173e-310,-0.001953125,1.0359799546753373e-41,3154116608,7393,0.02554713934659958,0.0031297141473011166
1,CG,1040480,35,328,363,35,3.3157474994659424,0.5904076099395752,-4.4272185776902924e+20,3.923635700109488e-44,0.9050776578280789,8.648640780950808,124046606336,124046671872,124046737408,6.1287263811e-313,6.128729619e-313,6.1287328569e-313,-4.588627588335251e+20,3.923635700109488e-44,3787980800,28,0.09473564284188407,0.008126121737538222
1,CG,1040488,8,286,294,30,0.8361111283302307,0.1351929008960724,1.4941983790004754e-21,0.0,0.16784085091147175,5.854355669065282,484560128,484560384,484560640,2.39404892e-315,2.394050185e-315,2.39405145e-315,1.4943793247594713e-21,0.0,484561920,0,0.027870370944341024,0.0038582818482350806
1,CG,1040489,31,344,375,34,2.8909966945648193,0.5558194518089294,2.6524113644371575e-39,0.0,0.6191719553629019,6.662692642378395,1892825,1892826,1892827,9.351813e-318,9.35182e-318,9.351823e-318,2.6524211735264078e-39,0.0,1892832,0,0.0850293145460241,0.009393938924704892
1,CG,1040501,15,350,365,36,1.5724025964736938,0.3704133629798889,1.0359799546753373e-41,-3.777893186295716e+22,0.16794873647518724,3.6772207682470675,16573246628723432673,16645304222761360609,16717361816799288545,-5.98008216633958e+197,-3.9191066485323075e+202,-2.568425733182133e+207,1.0359799546753373e-41,-6.189700196426902e+26,7393,3976200192,0.04367784990204705,0.008620977096729196
1,CG,1040502,12,339,351,31,1.0918803215026855,0.1335693895816803,3.923635700109488e-44,-5.5570816522050024e+20,0.34230114248011384,9.37610407823109,16281075602897764380,16281357077874475036,16281638552851185692,-7.558175174832606e+163,-7.918088278396061e+163,-8.278001381959517e+163,3.923635700109488e-44,-5.718490662849961e+20,28,3791192064,0.03522194585492534,0.003170374667255141
1,CG,1040513,14,407,421,40,1.2519036531448364,0.25641170144081116,0.0,1.4954649993134472e-21,0.13905814041539244,4.304035864976232,2081223778775334912,2081224878286962688,2081225977798590464,1.4907993429190133e-169,1.4911227968879695e-169,1.4914462508569257e-169,0.0,1.4956459450724432e-21,0,484574464,0.03129759132862091,0.005570003397996833
1,CG,1040514,12,318,330,30,1.304040551185608,0.282749205827713,0.0,2.6524800280619095e-39,0.18838009453874033,4.1453830166038275,8129831925448704,8129836220416000,8129840515383296,4.016677026814972e-308,4.0166791488107627e-308,4.0166812708065537e-308,0.0,2.6524898371511597e-39,0,1892881,0.0434680183728536,0.007795349903097616
1,CG,1040517,13,432,445,41,1.2559884786605835,0.22285127639770508,2.5849394142282115e-26,1.0361200845217697e-41,0.16672118036955494,5.275660267620611,31757357285376,31757374062592,31757390839808,1.56902441045487e-310,1.56902523935947e-310,1.5690260682641e-310,4.235164736271502e-22,1.0361200845217697e-41,486539264,7394,0.030633865333184962,0.004609387362059623
1,CG,1040518,12,324,336,31,1.2685606479644775,0.17945696413516998,-7.424814489668095e+20,3.923635700109488e-44,0.3368321210290388,7.894383129621396,124052963328,124053028864,124053094400,6.12904045824e-313,6.12904369615e-313,6.12904693406e-313,-7.747632510958012e+20,3.923635700109488e-44,3794337792,28,0.04092131122466056,0.004251526635081951
1,CG,1040521,17,466,483,45,1.7516955137252808,0.3455653488636017,1.4967057702322767e-21,0.0,0.1920828422112098,4.742409386476453,484584960,484585216,484585472,2.394171607e-315,2.39417287e-315,2.394174136e-315,1.4968867159912727e-21,0.0,484586752,0,0.038926566971672905,0.006304042184877171
1,CG,1040522,12,353,365,33,1.2454837560653687,0.2066241204738617,2.652547290388197e-39,0.0,0.23705395192462658,6.043863302448703,1892922,1892923,1892924,9.35229e-318,9.352297e-318,9.3523e-318,2.6525570994774473e-39,0.0,1892929,0,0.037741932001980866,0.004988036163839713
1,CG,1040523,12,459,471,43,1.089393973350525,0.14674465358257294,1.0361200845217697e-41,8192.0,0.19519211024586614,7.509330721616374,5116089176692890850,5188146770730818786,5260204364768746722,2.923003274666605e+48,1.915619426085506e+53,1.2554203470793973e+58,1.0361200845217697e-41,134217728.0,7394,1308622848,0.025334743566291278,0.002836788967263672
1,CG,1040524,15,345,360,33,1.5214645862579346,0.32132774591445923,3.923635700109488e-44,-9.684540638697515e+20,0.21221630791227925,4.390676341945277,16308378675638698012,16308660150615408668,16308941625592119324,-5.067576498173479e+165,-5.297920884454091e+165,-5.528265270734703e+165,3.923635700109488e-44,-1.0007358659987432e+21,28,3797549056,0.046104987462361656,0.007849395007519059
1,CG,1040529,7,468,475,43,0.6760684251785278,0.10305135697126389,0.0,1.4979723905452486e-21,0.0948472838934247,5.937727312886893,2081330431403229184,2081331530914856960,2081332630426484736,1.5221743779077623e-169,1.5224978318767185e-169,1.5228212858456747e-169,0.0,1.4981533363042445e-21,0,484599296,0.015722521515779717,0.002200520395482266
1,CG,1040530,7,343,350,31,0.7386363744735718,0.21035641431808472,0.0,2.652615954012949e-39,0.062426380779317586,2.557560761795512,8130248537276416,8130252832243712,8130257127211008,4.0168828604066954e-308,4.0168849824024864e-308,4.0168871043982773e-308,0.0,2.6526257631021992e-39,0,1892978,0.02382697982172812,0.006425231344263617
1,CG,1040535,8,477,485,44,0.7578505873680115,0.11960458755493164,6.490371073168535e+32,1.0361200845217697e-41,0.10043520839813522,5.730726293851932,31758984675328,31759001452544,31759018229760,1.56910481420164e-310,1.56910564310624e-310,1.56910647201085e-310,1.0633823966279327e+37,1.0361200845217697e-41,2113929216,7394,0.017223876985636623,0.0024779409828979662
1,CG,1040536,10,369,379,34,1.0069444179534912,0.13061921298503876,-1.1990383647911209e+21,3.923635700109488e-44,0.2490351214834995,8.159764787897462,124059320320,124059385856,124059451392,6.1293545354e-313,6.1293577733e-313,6.1293610112e-313,-1.2636019690491043e+21,3.923635700109488e-44,3800694784,28,0.02961601229274974,0.00305447074923674
1,CG,1040548,20,499,519,46,1.795885443687439,0.31495171785354614,1.4992131614640781e-21,0.0,0.23016153784491503,5.665220474454951,484609792,484610048,484610304,2.394294293e-315,2.39429556e-315,2.394296823e-315,1.499394107223074e-21,0.0,484611584,0,0.03904098790624867,0.005440857243678596
1,CG,1040549,15,400,415,37,1.4279955625534058,0.2177160084247589,2.6526832163392366e-39,0.0,0.27845724081921563,6.936493687941572,1893019,1893020,1893021,9.35277e-318,9.352776e-318,9.35278e-318,2.6526930254284868e-39,0.0,1893026,0,0.03859447466360556,0.004516757496279176
1,CG,1040553,26,512,538,48,2.322615146636963,0.42598745226860046,1.0361200845217697e-41,-1.7763568394002505e-15,0.28553969393500367,5.615526321554338,12105675798371900642,12177733392409828578,12249790986447756514,-1.4287342391051894e-101,-9.36335270939977e-97,-6.136366831632233e-92,1.0361200845217697e-41,-2.9103830456733704e-11,7394,2936012800,0.04838781555493673,0.006672365509532528
1,CG,1040554,22,403,425,38,2.1027779579162598,0.4007330536842346,3.923635700109488e-44,-1.650983594597005e+21,0.3210293801726572,5.480399344451052,16335681748379631644,16335963223356342300,16336244698333052956,-3.390669366050618e+167,-3.5380897732702097e+167,-3.685510180489801e+167,3.923635700109488e-44,-1.7155471988549883e+21,28,3803906048,0.05533626205042789,0.007685761664084239
1,CG,1040556,14,489,503,44,1.161829948425293,0.1820886880159378,0.0,1.50047978177705e-21,0.1663787951530625,6.134600962389723,2081437084031123456,2081438183542751232,2081439283054379008,1.5535494128965114e-169,1.5538728668654675e-169,1.5541963208344237e-169,0.0,1.5006607275360459e-21,0,484624128,0.02640522610057484,0.0035211698962174126
1,CG,1040557,15,434,449,40,1.2651515007019043,0.20921415090560913,0.0,2.6527518799639885e-39,0.19166360098529517,5.8681197808139745,8130665149104128,8130669444071424,8130673739038720,4.017088693998419e-308,4.01709081599421e-308,4.017092937990001e-308,0.0,2.6527616890532388e-39,0,1893075,0.03162878751754761,0.004338434433651337
1,CG,1040558,20,510,530,47,1.5893832445144653,0.24077348411083221,-140737488355328.0,1.0361200845217697e-41,0.23793818059685698,6.798183866523729,31760612065280,31760628842496,31760645619712,1.5691852179484e-310,1.569186046853e-310,1.5691868757576e-310,-2.305843009213694e+18,1.0361200845217697e-41,3741319168,7394,0.03381666477690352,0.004065779211501288
1,CG,1040559,28,474,502,45,2.3702383041381836,0.4694513976573944,-2.093705452366034e+21,3.923635700109488e-44,0.28290246521735,5.088123271964629,124065677312,124065742848,124065808384,6.1296686125e-313,6.1296718504e-313,6.12967508833e-313,-2.1582690566240175e+21,3.923635700109488e-44,3807051776,28,0.05267196231418186,0.007831961250595402
1,CG,1040564,8,522,530,46,0.7151515483856201,0.1147245317697525,1.5017205526958795e-21,0.0,0.08780126131093265,5.559754182594911,484634624,484634880,484635136,2.39441698e-315,2.394418244e-315,2.39441951e-315,1.5019014984548754e-21,0.0,484636416,0,0.015546772790991741,0.002302360736352785
1,CG,1040565,40,510,550,49,3.791700601577759,0.7825483083724976,2.652819142290276e-39,0.0,0.46475132026943516,5.541211989103242,1893116,1893117,1893118,9.35325e-318,9.353256e-318,9.35326e-318,2.6528289513795263e-39,0.0,1893123,0,0.07738164493015834,0.010190422473744576
1,CG,1040574,19,533,552,49,1.5743869543075562,0.30510643124580383,1.0362602143682022e-41,3.851859888774472e-34,0.1563063924286096,4.708452686047395,648518346341358819,720575940379286755,792633534417214691,6.983507489311013e-251,4.576711468194865e-246,2.999393627796187e-241,1.0362602143682022e-41,6.310887241768095e-30,7395,268435456,0.03213034600627666,0.005302517367836125
1,CG,1040575,22,557,579,53,2.102060556411743,0.32449036836624146,3.923635700109488e-44,-2.7301181229090136e+21,0.2861257679418969,6.928064924455143,16362984821120565276,16363266296097275932,16363547771073986588,-2.2643774548929342e+169,-2.3587265155134727e+169,-2.4530755761340113e+169,3.923635700109488e-44,-2.8592453314249805e+21,28,3810263040,0.03966151993229704,0.004636912532869648
1,CG,1040576,10,554,564,50,0.8198524117469788,0.08951399475336075,0.0,1.5029871730088513e-21,0.15394782495108172,9.234804512987566,2081543736659017728,2081544836170645504,2081545935682273280,1.5849244478852604e-169,1.5852479018542166e-169,1.5855713558231728e-169,0.0,1.5031681187678473e-21,0,484648960,0.016397048234939576,0.0015524660247431426
1,CG,1040577,23,543,566,51,2.2876734733581543,0.4526394009590149,0.0,2.652887805915028e-39,0.229673882351156,4.8905358575093585,8131081760931840,8131086055899136,8131090350866432,4.0172945275901427e-308,4.0172966495859336e-308,4.0172987715817246e-308,0.0,2.6528976150042783e-39,0,1893172,0.04485634261486577,0.0070004547169424305
1,CG,1040583,9,538,547,50,0.8964647054672241,0.16236941516399384,3.0517578125e-05,1.0362602143682022e-41,0.08780879896368665,4.809695722305893,31762239455232,31762256232448,31762273009664,1.56926562169517e-310,1.5692664505998e-310,1.5692672795044e-310,0.5,1.0362602143682022e-41,1073741824,7395,0.017929294109344483,0.0029856415469596957
1,CG,1040584,15,607,622,55,1.4712826013565063,0.17436134815216064,-3.615561838447072e+21,3.923635700109488e-44,0.25182249878068025,9.161894091198464,124072034304,124072099840,124072165376,6.12998268965e-313,6.12998592756e-313,6.12998916547e-313,-3.744689046963039e+21,3.923635700109488e-44,3813408768,28,0.02675059275193648,0.0025000678974122785
1,CG,1040589,9,539,548,49,0.8972222208976746,0.14972993731498718,1.5042279439276808e-21,0.0,0.1002086508759373,5.372486717734336,484659456,484659712,484659968,2.394539666e-315,2.39454093e-315,2.394542195e-315,1.5044088896866768e-21,0.0,484661248,0,0.018310657569340298,0.002777108509677643
1,CG,1040590,17,629,646,57,1.552457332611084,0.2809334695339203,2.6529550682413156e-39,0.0,0.14208949182667485,5.074866146173732,1893213,1893214,1893215,9.35373e-318,9.353735e-318,9.35374e-318,2.652964877330566e-39,0.0,1893220,0,0.02723609355458042,0.004261617792561258
1,CG,1040614,7,514,521,46,0.43386754393577576,0.03911353647708893,1.0362602143682022e-41,9.671406556917033e+24,1.0,1.0,7638104968020368611,7710162562058296547,7782220156096224483,1.1031304526222088e+217,7.229475734304908e+221,4.737909217234064e+226,1.0362602143682022e-41,1.5845632502852868e+29,7395,1895825408,0.009431903129038603,0.0007782519962633954
1,CG,1040615,20,751,771,64,1.5349605083465576,0.15882469713687897,3.923635700109488e-44,-4.51945229805884e+21,0.26590714184836156,10.821060233375384,16390287893861498908,16390569368838209564,16390850843814920220,-1.5095849699286225e+171,-1.5699683687257672e+171,-1.6303517675229119e+171,3.923635700109488e-44,-4.648579506574807e+21,28,3816620032,0.023983757942914963,0.0019366758071866893
1,CG,1040622,14,553,567,51,1.1385642290115356,0.17527815699577332,0.0,1.5054945642406527e-21,0.1402502026997673,6.1420131562131735,2081650389286912000,2081651488798539776,2081652588310167552,1.6162994828740094e-169,1.6166229368429656e-169,1.6169463908119218e-169,0.0,1.5056755099996486e-21,0,484673792,0.022324788804147757,0.002997199020862669
1,CG,1040623,25,792,817,68,2.3182358741760254,0.3638068735599518,0.0,2.6530237318660675e-39,0.2300320019258386,6.517416049069727,8131498372759552,8131502667726848,8131506962694144,4.0175003611818663e-308,4.0175024831776573e-308,4.017504605173448e-308,0.0,2.6530335409553178e-39,0,1893269,0.034091704032000375,0.00425036212330115
1,CG,1040626,7,566,573,51,0.6983516812324524,0.16351920366287231,-6.617444900424222e-24,1.0362602143682022e-41,0.046367734996094374,3.3398265684635753,31763866845184,31763883622400,31763900399616,1.56934602544194e-310,1.56934685434654e-310,1.56934768325115e-310,-1.0842021724855044e-19,1.0362602143682022e-41,2701131776,7395,0.013693170220244164,0.003079131104363253
1,CG,1040627,12,798,810,67,1.0680556297302246,0.15498650074005127,-6.087425544324152e+21,3.923635700109488e-44,0.10369116639120056,6.400940198142899,124078391296,124078456832,124078522368,6.1302967668e-313,6.1303000047e-313,6.1303032426e-313,-6.345679961356086e+21,3.923635700109488e-44,3819765760,28,0.01594112880194365,0.002090310429983041
1,CG,1040631,15,583,598,54,1.3449939489364624,0.1750623881816864,1.5067353351594822e-21,0.0,0.20157149304436336,7.891298094214889,484684288,484684544,484684800,2.39466235e-315,2.394663617e-315,2.39466488e-315,1.5069162809184782e-21,0.0,484686080,0,0.02490729535067523,0.002670985408502923
